SurfaceLongitude,SurfaceLatitude,BottomHoleLongitude,BottomHoleLatitude,Operator,CompletionDate,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM,CumOil12Month,rowID
-101.9330823,31.28629851,-101.9331107,31.28639691,SM,1/9/2017,WOLFCAMP A,7598.0000,2265.0000,57.0000,537.0570,946.7870,21.4300,36.9700,5663.3890,,5928.6460,0.0420,3081.1446,0.7620,0.0150,2.2391,0.1680,0.3510,0.8910,4.8635,292165.8125,4997
-101.9713807,31.32068719,-101.9713963,31.32067721,APA,12/7/2018,WOLFCAMP A,9210.0000,1617.0000,55.0000,2000.0000,496.1430,254.5070,500.0000,5775.5040,,27876.8770,0.0620,3841.4685,0.4000,0.0200,3.0222,0.2210,0.2410,0.8680,4.8860,180938.7813,4998
-101.8929488,31.33551786,-101.8929488,31.33551786,APA,11/30/2018,WOLFCAMP C,9879.0000,1639.0000,47.0000,2000.0000,1498.4050,7.2210,500.0000,6585.0360,,16499.8010,0.0610,4307.8125,0.5960,,2.5770,0.2160,0.2080,0.8680,5.1690,193721.7969,4999
-101.8929832,31.33550745,-101.8929488,31.33551786,APA,12/4/2018,WOLFCAMP B,9171.0000,1615.0000,49.0000,2000.0000,986.0900,13.5790,500.0000,6105.2090,455.2170,13410.8760,0.0540,4302.3662,0.6130,0.0110,2.4100,0.1780,0.3030,0.8630,4.8156,335208.9375,5000
-101.9876842,31.31681713,-101.9877319,31.31680625,APA,12/9/2018,WOLFCAMP A,9191.0000,1644.0000,50.0000,2000.0000,2000.0000,500.0000,500.0000,5574.3750,,28392.5790,0.0540,2926.5176,0.2120,0.0140,2.5147,0.1910,0.3110,0.8630,4.8049,137634.0625,5001
-101.9454797,31.29791654,-101.9454222,31.29790908,FANG,9/5/2018,WOLFCAMP B,7500.0000,1827.0000,53.0000,,,,,6889.9604,105.4680,15113.7040,0.0580,3479.3248,0.5850,0.0030,2.5292,0.2290,0.1720,0.8120,5.0469,106590.7422,5002
-102.0820085,31.40915207,-102.0820085,31.40915207,FANG,1/12/2018,SPRABERRY LOWER SHALE,7697.0000,1626.0000,36.0000,541.3980,621.2670,168.9690,333.3460,6318.3140,,35090.4830,0.0630,3024.7652,0.3590,0.0080,2.8085,0.2560,0.1170,0.8150,4.4884,95737.5100,5003
-101.9368816,31.30148717,-101.9367214,31.30199263,FANG,1/12/2018,WOLFCAMP A,7693.0000,1734.0000,38.0000,,,,,6610.1704,,15249.5400,0.0590,3480.5882,0.5850,0.0050,2.5559,0.2310,0.1740,0.8150,4.6837,127461.5900,5004
-102.227079,31.5943869,-102.2270855,31.59438854,FANG,9/3/2018,WOLFCAMP B,7500.0000,1806.0000,52.0000,,,,,6888.3384,105.4680,15128.8090,0.0580,3480.3966,0.5850,0.0030,2.5376,0.2300,0.1720,0.8150,5.0268,96133.9766,5005
-102.0072834,31.36116621,-102.0072996,31.36117177,FANG,8/31/2016,SPRABERRY LOWER SHALE,7393.0000,1624.0000,47.0000,544.5470,321.4820,345.7650,350.7020,6310.8320,,34928.8685,0.0630,2981.7080,0.3670,0.0080,2.7576,0.2530,0.1230,0.8180,4.4935,150592.0000,5006
-101.8478797,31.28437938,-101.8479025,31.28436417,FANG,8/31/2016,SPRABERRY MIDDLE,7393.0000,1307.0000,37.0000,2000.0000,2000.0000,500.0000,500.0000,5616.5950,,17863.0640,0.0580,1913.9703,0.3270,,2.5837,0.2540,0.1470,0.8240,3.9395,105355.2800,5007
-101.9478824,31.40888731,-101.9478986,31.40888371,FANG,8/31/2016,WOLFCAMP A,7416.0000,1671.0000,46.0000,636.5780,317.7000,313.4550,9.8740,6651.6600,,27467.3750,0.0640,3637.0434,0.3230,0.0050,3.0830,0.2480,0.1310,0.8200,4.6037,133586.1500,5008
-101.9236823,31.48880737,-101.9237041,31.48882017,FANG,8/31/2016,WOLFCAMP B,7474.0000,1620.0000,45.0000,546.6610,320.6930,288.6270,283.6890,6945.2230,105.4680,9445.2290,0.0570,4106.0628,0.5050,0.0060,2.9846,0.1960,0.1710,0.8200,4.5976,121639.2500,5009
-102.0190775,31.48848725,-102.0191031,31.48849848,FANG,7/21/2015,SPRABERRY LOWER SHALE,7357.0000,,32.0000,677.5910,408.3360,193.1770,15.8770,6291.0570,,32720.6770,0.0640,2972.6610,0.4110,0.0100,2.7910,0.2580,0.1160,0.8250,3.4052,242282.1000,5010
-102.2478841,31.52260763,-102.2478882,31.52252171,FANG,7/31/2015,WOLFCAMP A,7297.0000,1358.0000,46.0000,138.9130,341.8450,360.5890,370.4760,6661.5340,,27099.8550,0.0630,3663.0595,0.3170,0.0050,2.9353,0.2360,0.1790,0.8250,4.2426,152762.1300,5011
-102.1919779,31.42269581,-102.1919637,31.42269342,FANG,7/30/2015,WOLFCAMP B,7543.0000,,,664.0510,411.6110,256.5180,234.8890,6939.6800,105.4680,9646.1340,0.0560,4244.9275,0.4930,0.0060,3.0179,0.1910,0.1820,0.8250,4.3471,119793.1600,5012
-102.0902812,31.37111741,-102.0902542,31.37111683,FANG,9/16/2018,WOLFCAMP A,7500.0000,1900.0000,51.0000,194.5960,194.5960,324.5110,324.5110,6668.1890,,27086.4770,0.0620,3684.5649,0.3050,0.0050,2.8832,0.2400,0.1880,0.8060,5.0449,115700.5391,5013
-102.0881823,31.5532762,-102.088173,31.55334182,XOM,10/19/2015,WOLFCAMP B,4203.0000,1076.0000,39.0000,2000.0000,2000.0000,500.0000,500.0000,6831.9920,365.1040,8608.4530,0.0400,3987.0905,0.6570,0.0030,2.5447,0.1580,0.3180,0.9700,2.8479,54756.1641,5014
-101.8525793,31.26975915,-101.8526113,31.26973647,XOM,3/18/2016,WOLFCAMP B,4295.0000,1112.0000,39.0000,2000.0000,766.7100,3.7600,500.0000,6831.4050,346.5990,10162.4970,0.0460,3989.5856,0.5820,0.0030,2.5098,0.1600,0.3110,0.9670,2.9053,49298.0000,5015
-101.997807,31.25887305,-101.997807,31.25887305,FANG,4/8/2015,WOLFCAMP A,4367.0000,1289.0000,31.0000,35.8520,35.8520,264.9960,20.3290,5097.1880,,19659.5120,0.0570,3140.9408,0.4010,0.0090,2.7690,0.2130,0.2710,0.8590,2.5728,38637.5352,5016
-102.2053815,31.60977574,-102.205393,31.60975679,FANG,3/14/2015,WOLFCAMP A,4427.0000,1257.0000,30.0000,57.9490,57.9490,285.3250,285.3250,5076.8590,,21104.2390,0.0600,3204.6150,0.3920,0.0090,2.8052,0.2280,0.2520,0.8580,2.5689,44219.3945,5017
-102.2497832,31.63911745,-102.249623,31.63947604,FANG,3/18/2015,WOLFCAMP A,4427.0000,1273.0000,30.0000,69.8460,69.8460,270.2420,270.2420,5088.9650,,19091.7870,0.0570,2899.9636,0.4130,0.0100,2.6327,0.2150,0.2740,0.8570,2.5767,24148.8242,5018
-102.2150781,31.62867622,-102.2150781,31.62911492,FANG,4/1/2015,WOLFCAMP A,4427.0000,1272.0000,30.0000,49.9980,49.9980,284.9090,284.9090,5071.0800,,19991.2080,0.0590,3068.3314,0.4090,0.0100,2.7325,0.2210,0.2610,0.8560,2.5778,26953.2344,5019
-101.9315333,31.30412791,-101.9315333,31.30412791,FANG,4/5/2015,WOLFCAMP A,4427.0000,1271.0000,30.0000,72.5920,72.5920,265.8190,265.8190,5060.6680,,20415.6030,0.0590,3112.3450,0.3890,0.0100,2.8079,0.2230,0.2550,0.8550,2.5762,40678.6875,5020
-101.9401775,31.28970706,-101.940214,31.28974443,FANG,4/6/2015,WOLFCAMP A,4482.0000,1252.0000,30.0000,30.0770,30.0770,268.8950,268.8950,5057.5910,,19853.6440,0.0580,3061.8207,0.4020,0.0100,2.7867,0.2220,0.2530,0.8540,2.5858,28586.4395,5021
-102.2528807,31.62220644,-102.253212,31.6221916,FANG,4/1/2015,WOLFCAMP A,4427.0000,1271.0000,32.0000,41.8250,41.8250,284.8650,284.8650,5042.8100,,21131.8920,0.0590,3164.1874,0.3780,0.0090,2.8616,0.2270,0.2450,0.8540,2.5893,20035.2070,5022
-102.2259492,31.62133768,-102.2259492,31.62133768,FANG,3/6/2015,WOLFCAMP B,4427.0000,1247.0000,33.0000,37.3160,37.3160,8.6290,273.6250,5370.8130,437.5450,10305.6170,0.0610,3265.6016,0.7460,0.0120,2.6428,0.1810,0.2720,0.8590,2.6320,32766.4395,5023
-102.2047792,31.51720763,-102.2051541,31.51734092,FANG,3/8/2015,WOLFCAMP B,4427.0000,1248.0000,33.0000,58.1690,58.1690,273.2190,273.2190,5362.1840,439.5790,9984.8900,0.0590,3503.3492,0.7520,0.0120,2.5295,0.1850,0.2810,0.8580,2.6271,28985.7031,5024
-101.9355845,31.34386774,-101.9359511,31.34409475,FANG,3/11/2015,WOLFCAMP B,4425.0000,1243.0000,33.0000,73.6560,73.6560,270.2420,270.2420,5359.2060,439.5790,9795.8760,0.0580,3351.9796,0.7490,0.0110,2.4474,0.1850,0.2870,0.8570,2.6219,37962.6602,5025
-101.9171829,31.3290071,-101.917173,31.32900726,FANG,3/20/2015,WOLFCAMP B,4427.0000,1248.0000,34.0000,48.5920,48.5920,284.9090,284.9090,5355.9890,439.5790,9459.8570,0.0570,3317.0950,0.7550,0.0110,2.4486,0.1850,0.2890,0.8560,2.6414,27688.3867,5026
-102.0473825,31.32284663,-102.0474179,31.32285132,FANG,3/27/2015,WOLFCAMP B,4427.0000,1226.0000,33.0000,73.0520,73.0520,265.8190,265.8190,5326.4870,446.2920,10254.0730,0.0570,3116.3529,0.7270,0.0110,2.4702,0.1850,0.2800,0.8550,2.6177,49103.3750,5027
-101.9574802,31.34311629,-101.9573693,31.34281149,FANG,3/30/2015,WOLFCAMP B,4482.0000,1232.0000,33.0000,30.0280,30.0280,273.6570,273.6570,5331.2480,446.2920,9862.2990,0.0580,3413.2731,0.7490,0.0110,2.4645,0.1850,0.2850,0.8540,2.6428,19625.2090,5028
-102.0238841,31.43865639,-102.0238846,31.4386772,FANG,4/8/2015,WOLFCAMP B,4727.0000,1241.0000,34.0000,72.9930,72.9930,276.1340,276.1340,5327.6750,446.2920,9579.7770,0.0580,3219.1395,0.7520,0.0110,2.4269,0.1860,0.2840,0.8540,2.7506,32520.2188,5029
-101.9847849,31.36931646,-101.9847244,31.36933872,FANG,4/9/2015,WOLFCAMP B,4427.0000,1241.0000,31.0000,24.7370,24.7370,274.6730,274.6730,5309.3290,450.8610,9822.4000,0.0580,3391.9560,0.7480,0.0100,2.4034,0.1870,0.2850,0.8520,2.6039,40030.9453,5030
-101.8960795,31.57591832,-101.8957286,31.57588017,CRWNQST,6/10/2017,WOLFCAMP D,9554.0000,1988.0000,52.0000,2000.0000,2000.0000,500.0000,500.0000,7468.8640,,18231.3835,0.0740,3889.0027,0.6070,,2.6102,0.2490,0.1560,0.9430,5.8112,80359.6016,5031
-102.0907841,31.5073269,-102.0904332,31.50748903,CRWNQST,6/16/2017,WOLFCAMP D,9556.0000,1956.0000,52.0000,2000.0000,2000.0000,500.0000,500.0000,7472.7180,,19844.7670,0.0820,4929.2901,0.5930,,2.3619,0.2960,0.1610,0.9410,5.7817,89101.2813,5032
-102.0319783,31.52606692,-102.0316753,31.52589587,ESTE,10/4/2018,WOLFCAMP A,7687.0000,2505.0000,44.0000,363.8480,363.8480,124.2200,124.2200,4817.4480,,24894.6230,0.0630,3169.8906,0.4840,0.0150,2.6211,0.2090,0.3090,0.9190,4.6292,19250.4277,5033
-101.9129788,31.424608,-101.9130111,31.42464884,ESTE,9/25/2017,WOLFCAMP B,7585.0000,2446.0000,56.0000,570.4950,505.8990,333.2660,332.5620,4976.0690,505.7060,22712.2430,0.0580,3305.5453,0.4850,0.0050,2.8952,0.1980,0.2570,0.9280,4.6876,57728.4023,5034
-102.1829828,31.48882732,-102.1830187,31.48882694,ESTE,9/25/2017,WOLFCAMP B,7585.0000,2460.0000,56.0000,448.7820,740.4200,179.1250,344.1830,4965.8560,508.3180,19732.3040,0.0600,3140.1715,0.5680,0.0050,2.9294,0.2000,0.2540,0.9270,4.6934,108914.1172,5035
-101.9073382,31.30408833,-101.9073633,31.30422963,ESTE,10/2/2018,WOLFCAMP B,7142.0000,2695.0000,47.0000,1031.7920,653.3820,500.0000,14.0680,4951.7880,508.3180,17183.2720,0.0620,2834.8776,0.6310,0.0130,3.1198,0.2030,0.2370,0.9270,4.5667,59148.9531,5036
-101.9073796,31.3040983,-101.9073796,31.30425471,ESTE,10/2/2018,WOLFCAMP A,7185.0000,2682.0000,46.0000,276.9330,276.9330,233.0130,233.0130,4718.7750,,32940.6810,0.0630,3104.3438,0.3310,0.0090,2.7048,0.2170,0.2890,0.9260,4.5375,57863.8750,5037
-101.8988803,31.37502885,-101.8988443,31.375028,PXD,7/3/2017,WOLFCAMP B,10057.0000,1678.0000,55.0000,1077.8190,698.2940,11.2620,20.8550,6949.9560,239.8180,8416.6880,0.0520,3977.5279,0.6200,0.0070,2.3985,0.1590,0.3000,0.9580,6.8579,190053.5000,5038
-101.9284804,31.63695718,-101.9284321,31.6369459,PXD,7/8/2017,WOLFCAMP B,10057.0000,1723.0000,55.0000,355.5700,355.5700,305.3630,305.3630,6951.6240,239.8180,8599.9730,0.0480,4087.2846,0.5820,0.0090,2.4172,0.1640,0.2900,0.9600,6.9430,222502.7969,5039
-101.985982,31.52137647,-101.9859838,31.52138309,PXD,6/30/2017,WOLFCAMP B,9872.0000,1726.0000,56.0000,328.1130,328.1130,292.8700,292.8700,6938.3330,243.0040,10583.0210,0.0540,4098.6116,0.5470,0.0090,2.4796,0.1690,0.2720,0.9610,6.8439,212031.5156,5040
-101.9630799,31.37010796,-101.9629655,31.36982948,PXD,9/3/2017,WOLFCAMP A,10058.0000,1757.0000,50.0000,318.2060,318.2060,303.6950,303.6950,6646.2610,,17355.4840,0.0410,3824.1076,0.3240,0.0100,2.1816,0.1540,0.3770,0.9590,6.8241,341149.4375,5041
-102.0639833,31.40560696,-102.0639408,31.40560211,PXD,9/2/2017,WOLFCAMP A,9509.0000,1766.0000,50.0000,355.0010,355.0010,292.8700,292.8700,6645.4630,,17171.0825,0.0420,3824.8104,0.3400,0.0070,2.1906,0.1560,0.3650,0.9590,6.5234,291709.2813,5042
-101.7877771,31.26562941,-101.787835,31.26558554,PXD,8/29/2017,WOLFCAMP A,9758.0000,1749.0000,50.0000,329.4730,329.4730,305.9270,305.9270,6632.4060,,16510.4920,0.0430,3733.5596,0.4080,0.0100,2.3139,0.1610,0.3510,0.9610,6.6366,299902.6563,5043
-102.0656843,31.47147719,-102.0656811,31.47147666,OVV,8/23/2015,WOLFCAMP A,8154.0000,1196.0000,39.0000,458.1940,458.1940,500.0000,214.1830,4480.1400,,16275.7880,0.0510,2359.3828,0.5120,0.0360,2.3329,0.2040,0.1950,0.7460,3.4800,34673.0000,5044
-101.9029763,31.56978795,-101.9027579,31.56974725,OVV,8/17/2015,WOLFCAMP A,7906.0000,1192.0000,40.0000,33.1280,33.1280,123.6020,123.6020,4706.9130,,12153.5420,0.0410,2769.4914,0.5660,0.0200,2.3416,0.1850,0.2550,0.7780,3.4426,125211.0000,5045
-101.9743509,31.31601029,-101.9743509,31.31601029,CRWNQST,10/31/2016,WOLFCAMP B,9873.0000,1966.0000,44.0000,,,,,4674.3980,339.1640,8557.1360,0.0350,2886.3371,0.6120,0.0390,2.3696,0.1700,0.2700,0.7640,5.4145,226712.5625,5046
-101.974379,31.31602742,-101.9743509,31.31601029,SABLE,8/22/2015,WOLFCAMP B,4397.0000,1858.0000,38.0000,2000.0000,668.5560,193.0940,500.0000,4514.8890,561.5260,19374.6765,0.0800,3041.8680,0.7190,0.0180,3.1355,0.2280,0.2050,0.9460,3.6166,56249.6602,5047
-102.1335836,31.554087,-102.1335747,31.5540747,SABLE,12/16/2015,WOLFCAMP A,5048.0000,2291.0000,44.0000,675.6920,821.1250,290.9290,293.9160,4134.6370,,18678.1900,0.0720,2456.7753,0.6810,0.0250,3.7573,0.2120,0.2170,0.9500,4.3400,50042.7695,5048
-102.0650814,31.50939634,-102.0650506,31.50939882,SABLE,12/26/2015,WOLFCAMP B,4892.0000,1939.0000,38.0000,675.4350,675.4350,500.0000,293.9160,4428.5530,560.6860,17807.7580,0.0730,2509.4660,0.6970,0.0270,3.6089,0.2120,0.2250,0.9510,3.9325,57734.6836,5049
-101.813579,31.25850916,-101.8136131,31.25848233,SABLE,12/21/2015,WOLFCAMP B,4463.0000,1890.0000,42.0000,2000.0000,686.7520,25.4700,500.0000,4395.6030,563.6410,16087.4080,0.0690,2652.2163,0.7010,0.0280,3.2910,0.2140,0.2320,0.9620,3.6808,62335.0000,5050
-101.9464786,31.41675724,-101.946438,31.41672973,SABLE,12/25/2015,WOLFCAMP B,4471.0000,1895.0000,35.0000,2000.0000,1400.7650,291.4590,500.0000,4403.9450,564.0530,20625.1090,0.0740,2920.4292,0.6650,0.0340,3.0901,0.2040,0.2470,0.9640,3.6374,49938.0000,5051
-102.2182826,31.5715362,-102.2184935,31.57174298,SABLE,6/24/2016,WOLFCAMP B,4469.0000,1818.0000,31.0000,687.3030,687.3030,25.4700,25.4700,4421.0730,563.6410,18104.2770,0.0740,2914.8639,0.7080,0.0180,3.1605,0.2080,0.2400,0.9610,3.5458,43278.0000,5052
-101.978483,31.42493629,-101.9784156,31.42494376,OXY,9/29/2017,WOLFCAMP A,7800.0000,1585.0000,40.0000,2000.0000,1317.2390,62.6010,500.0000,4984.3100,,10675.1780,0.0390,2833.1909,0.5880,0.0220,2.2606,0.1770,0.2840,0.8660,4.9321,107252.0000,5053
-102.2876774,31.630746,-102.2876403,31.63071155,OXY,9/7/2016,WOLFCAMP A,6422.0000,,49.0000,2000.0000,2000.0000,500.0000,500.0000,4960.4020,,10396.7920,0.0370,2731.9498,0.5740,0.0140,2.2023,0.1760,0.2710,0.8680,4.8005,129113.2188,5054
-101.9861805,31.48857679,-101.9887972,31.50520362,OXY,9/7/2016,WOLFCAMP A,6200.0000,1341.0000,43.0000,2000.0000,2000.0000,500.0000,500.0000,4929.9400,,11503.7740,0.0360,2779.4464,0.5090,0.0190,2.2360,0.1750,0.2700,0.8670,3.9714,100947.7813,5055
-102.2372797,31.479136,-102.2372694,31.47912066,APA,3/10/2015,WOLFCAMP A,3700.0000,,,1146.8690,1146.8690,500.0000,393.2420,5665.4030,,22854.9180,0.0700,3032.7139,0.5920,0.0060,3.3625,0.2170,0.2060,0.9070,2.6268,39109.0000,5056
-102.1599784,31.52757115,-102.1599784,31.52757115,OXY,1/10/2016,WOLFCAMP A,6510.0000,1362.0000,39.0000,2000.0000,2000.0000,500.0000,500.0000,4784.2610,,11118.6260,0.0450,2681.1141,0.6030,0.0150,2.4997,0.1930,0.2220,0.7740,4.0609,58294.0000,5057
-102.1597823,31.52759709,-102.1599784,31.52757115,OXY,10/28/2017,WOLFCAMP A,7645.0000,2004.0000,58.0000,1331.8800,1331.8800,3.5880,3.5880,4849.8370,,11605.3830,0.0430,2766.4227,0.6010,0.0120,2.4401,0.1900,0.2360,0.8050,5.5721,204079.0000,5058
-101.9245833,31.31484848,-101.9244691,31.31503039,OXY,10/28/2017,WOLFCAMP A,7602.0000,4035.0000,59.0000,1260.1930,1260.1930,3.5880,3.5880,4853.4250,,12673.8290,0.0390,2879.0981,0.5500,0.0120,2.4486,0.1830,0.2560,0.8060,7.7760,140701.0000,5059
-101.9078826,31.42204825,-101.9078647,31.42205765,SEQUITUR,7/14/2015,WOLFCAMP A,7096.0000,1290.0000,35.0000,4.8720,4.8720,200.2710,200.2710,5656.1200,,31265.4810,0.0560,2848.3098,0.3880,0.0230,1.9912,0.1970,0.3390,0.8120,4.5814,73243.9922,5060
-102.1802825,31.40278631,-102.1802224,31.40239121,SEQUITUR,7/14/2015,WOLFCAMP B,7193.0000,1394.0000,31.0000,651.0800,328.1750,122.6480,45.0240,5856.3920,495.7710,25787.6780,0.0620,3200.5700,0.5330,0.0200,3.5083,0.1980,0.2250,0.8120,4.7141,56425.0234,5061
-102.0249825,31.50191728,-102.0249756,31.50191267,SEQUITUR,11/13/2015,WOLFCAMP B,7133.0000,2077.0000,42.0000,15.3150,15.3150,254.1120,254.1120,6114.5540,495.7710,20544.2060,0.0620,2943.5206,0.6080,0.0200,2.3677,0.1970,0.2430,0.8120,5.6283,30348.8301,5062
-101.9219242,31.64299185,-101.9221526,31.64305215,SEQUITUR,7/14/2015,WOLFCAMP A,7182.0000,1148.0000,29.0000,31.0350,31.0350,1.3020,1.3020,5657.4230,,28174.9145,0.0560,3051.5212,0.4440,0.0220,1.9928,0.1970,0.3430,0.8170,4.3783,82605.2109,5063
-101.9214767,31.6428682,-101.9221526,31.64305215,SEQUITUR,7/15/2015,WOLFCAMP B,7182.0000,1326.0000,28.0000,32.3890,32.3890,203.0190,203.0190,5860.4420,495.7710,22603.1310,0.0600,3435.6798,0.5760,0.0200,3.5030,0.1970,0.2480,0.8150,4.5978,57586.4961,5064
-101.9212784,31.63034801,-101.921686,31.6304701,SEQUITUR,9/8/2016,WOLFCAMP A,7138.0000,2231.0000,61.0000,602.0040,332.1940,224.5420,154.0650,5609.3380,,35014.8280,0.0540,3239.8481,0.2920,0.0230,2.0248,0.1910,0.3280,0.8090,5.9690,79204.6484,5065
-102.0098837,31.62858587,-102.0103117,31.62871555,SEQUITUR,9/11/2016,WOLFCAMP A,7145.0000,2164.0000,62.0000,503.4060,187.6850,292.4280,343.0060,5811.3680,,29816.8490,0.0700,3635.7701,0.5710,0.0230,3.4492,0.2240,0.1970,0.8100,5.9566,84292.1641,5066
-102.0103117,31.62871555,-102.0103117,31.62871555,SEQUITUR,12/11/2015,WOLFCAMP B,7795.0000,2044.0000,42.0000,1001.1520,365.7970,79.6400,79.6400,6194.1940,495.9750,23175.5750,0.0630,4249.6656,0.5990,0.0200,2.3286,0.1820,0.2800,0.8080,5.9509,55031.5078,5067
-102.1950832,31.37632688,-102.1949059,31.37636343,SEQUITUR,12/20/2015,WOLFCAMP B,7518.0000,1936.0000,39.0000,965.6630,972.9850,211.2630,324.5180,6278.7170,496.3770,24281.2000,0.0560,3704.7598,0.5270,0.0180,50.6080,0.1810,0.2800,0.8020,5.6694,198284.0000,5068
-102.0805836,31.57042562,-102.080576,31.57052099,SEQUITUR,12/21/2015,WOLFCAMP B,7578.0000,1965.0000,40.0000,983.9690,983.9690,98.0070,98.0070,6180.7100,496.3770,20162.4630,0.0570,4161.3688,0.5880,0.0210,2.4738,0.1850,0.2830,0.8030,5.7420,139149.0000,5069
-102.1360785,31.52346749,-102.1360613,31.52346125,PXD,4/14/2015,WOLFCAMP B,9833.0000,912.0000,20.0000,2000.0000,734.2650,257.3030,500.0000,6388.4020,376.1690,9432.9960,0.0510,3824.7792,0.7200,0.0140,2.6090,0.1600,0.3560,0.9330,4.7054,177350.1094,5070
-101.9847851,31.32150742,-101.9848666,31.32160538,PXD,4/14/2015,WOLFCAMP D,7476.0000,968.0000,20.0000,2000.0000,2000.0000,500.0000,500.0000,7432.2720,,18335.9790,0.0810,4576.8873,0.6320,,2.5367,0.3120,0.1530,0.9340,4.0812,55093.6602,5071
-102.0191852,31.31004596,-102.0191223,31.30980586,PXD,4/17/2015,SPRABERRY LOWER SHALE,8500.0000,1044.0000,18.0000,2000.0000,2000.0000,500.0000,500.0000,5638.5580,,29548.3900,0.0650,2709.5217,0.4630,0.0090,2.6471,0.2550,0.1360,0.9340,4.2110,31321.2188,5072
-101.9653835,31.45547757,-101.9653698,31.45547968,PXD,10/31/2016,WOLFCAMP A,8408.0000,1733.0000,54.0000,423.3770,423.3770,279.6900,279.6900,6163.6710,,27046.4350,0.0600,3510.2728,0.2680,0.0090,3.0761,0.2110,0.2570,0.9350,5.7975,182514.8438,5073
-101.9287789,31.41657789,-101.9288112,31.41656676,PXD,11/8/2016,WOLFCAMP A,8430.0000,1741.0000,54.0000,524.6130,524.6130,268.3210,268.3210,6148.4520,,29129.8990,0.0650,3393.4549,0.2730,0.0090,3.2033,0.2230,0.2340,0.9340,5.8189,191280.4688,5074
-101.9288112,31.41656676,-101.9288112,31.41656676,PXD,4/9/2016,WOLFCAMP B,9749.0000,1711.0000,52.0000,844.9030,395.5640,289.0830,3.5670,6445.1440,385.0770,13823.5190,0.0680,3852.5452,0.6550,0.0120,3.2394,0.1860,0.2290,0.9340,6.5488,197068.9844,5075
-102.0258826,31.52322678,-102.025903,31.52323347,PXD,4/14/2016,WOLFCAMP B,9899.0000,1702.0000,52.0000,844.9720,426.7350,3.5670,3.5670,6441.5770,389.6550,14734.6330,0.0680,3930.9288,0.6390,0.0120,3.1291,0.1790,0.2490,0.9350,6.6242,225553.5625,5076
-102.0187807,31.33974612,-102.0187863,31.3397417,SUMMIT,10/31/2014,WOLFCAMP A,5075.0000,1559.0000,52.0000,,,,,6566.5750,,29893.3800,0.0480,4175.3086,0.2710,0.0160,2.1831,0.1890,0.3090,0.8430,3.3828,75324.5781,5077
-102.1814802,31.4062864,-102.1812743,31.40641991,COP,7/15/2014,WOLFCAMP A,5070.0000,2010.0000,47.0000,2000.0000,2000.0000,500.0000,500.0000,6603.6260,,25684.6370,0.0500,4224.8651,0.3170,0.0150,2.2642,0.1860,0.3090,0.8520,3.6137,63614.0547,5078
-102.0490834,31.42308635,-102.0490179,31.42313995,SUMMIT,1/20/2015,WOLFCAMP A,4960.0000,2379.0000,70.0000,,,,,6454.6200,,13309.9550,0.0300,3874.5975,0.2670,0.0100,1.5574,0.1260,0.5030,0.8210,3.9312,59195.2734,5079
-102.0438804,31.40507664,-102.0438592,31.40507383,SUMMIT,3/25/2015,WOLFCAMP B,5090.0000,2305.0000,43.0000,,,,,6564.9270,321.3670,15091.6920,0.0390,3767.1844,0.2290,0.0210,2.2711,0.1370,0.4070,0.8390,3.7669,56122.1914,5080
-101.9820732,31.43914467,-101.9820732,31.43914467,OVV,10/15/2013,WOLFCAMP B,4588.0000,1315.0000,41.0000,2000.0000,608.7460,6.0860,500.0000,7005.7100,342.8060,17007.5900,0.0580,4488.8917,0.4950,0.0050,2.6019,0.1560,0.2870,0.9710,2.7387,118105.0000,5081
-102.1544796,31.6198867,-102.154622,31.6198315,XOM,2/17/2015,WOLFCAMP B,7590.0000,1208.0000,46.0000,646.7120,874.2660,500.0000,108.2960,7097.6400,365.1100,16250.9005,0.0590,4048.9127,0.5740,0.0080,2.7686,0.1710,0.2400,0.9590,4.2918,43486.0859,5082
-101.90743,31.58466368,-101.90743,31.58466368,XOM,2/25/2015,WOLFCAMP B,7658.0000,1289.0000,38.0000,14.3740,328.4570,327.5290,352.2800,6989.3450,374.1250,14255.2200,0.0640,4315.8521,0.6560,0.0080,2.8865,0.1730,0.2200,0.9590,4.2799,45250.4961,5083
-101.8573597,31.18265402,-101.8573597,31.18265402,XOM,8/10/2015,WOLFCAMP B,7550.0000,1078.0000,42.0000,675.6280,670.7110,145.8430,185.7320,7095.2990,353.2940,17537.6560,0.0590,4335.4517,0.5250,0.0100,2.9871,0.1610,0.2560,0.9590,4.1021,26556.1211,5084
-101.906884,31.23888802,-101.9068169,31.23880878,XOM,8/9/2015,WOLFCAMP B,7604.0000,1115.0000,38.0000,779.8360,345.5380,205.1180,186.8970,6909.5670,353.2940,18512.2210,0.0720,3470.7305,0.5710,0.0100,3.5766,0.1580,0.2020,0.9590,4.0729,42974.0586,5085
